id,name,XX,type,measurement,institution,value,year
042309010,JPN Site 042309010,9.0,WS,M/S,Japan Ministry of Environment,1.4973957165727043,2020
042314020,JPN Site 042314020,9.0,NO,PPB,Japan Ministry of Environment,-190.11081551164847,2020
042314020,JPN Site 042314020,9.0,NO2,PPB,Japan Ministry of Environment,1.201539193532417,2020
042314020,JPN Site 042314020,9.0,NOX,PPB,Japan Ministry of Environment,2.0008955412079192,2020
042314020,JPN Site 042314020,9.0,SO2,PPB,Japan Ministry of Environment,0.2449504029859433,2020
042322060,JPN Site 042322060,9.0,NO,PPB,Japan Ministry of Environment,-7.86336668324037,2020
042322060,JPN Site 042322060,9.0,NO2,PPB,Japan Ministry of Environment,3.5221053246994445,2020
042322060,JPN Site 042322060,9.0,NOX,PPB,Japan Ministry of Environment,4.764104572232397,2020
042322060,JPN Site 042322060,9.0,SO2,PPB,Japan Ministry of Environment,0.3884133296646079,2020
042392020,JPN Site 042392020,9.0,NO,PPB,Japan Ministry of Environment,0.14733906677505776,2020
042392020,JPN Site 042392020,9.0,NO2,PPB,Japan Ministry of Environment,2.499263494267013,2020
042392020,JPN Site 042392020,9.0,NOX,PPB,Japan Ministry of Environment,2.6466025610420716,2020
042392020,JPN Site 042392020,9.0,SO2,PPB,Japan Ministry of Environment,0.3993991705670952,2020
042392020,JPN Site 042392020,9.0,WD,DEGREES,Japan Ministry of Environment,154.58790202816112,2020
042392020,JPN Site 042392020,9.0,WS,M/S,Japan Ministry of Environment,3.376516210343559,2020
043201140,JPN Site 043201140,9.0,NO,PPB,Japan Ministry of Environment,2.011014224536522,2020
043201140,JPN Site 043201140,9.0,NO2,PPB,Japan Ministry of Environment,6.2179584441424645,2020
043201140,JPN Site 043201140,9.0,NOX,PPB,Japan Ministry of Environment,8.2277129938569,2020
043201140,JPN Site 043201140,9.0,SO2,PPB,Japan Ministry of Environment,1.2658258876194264,2020
043201150,JPN Site 043201150,9.0,NO,PPB,Japan Ministry of Environment,0.6282694282096799,2020
043201150,JPN Site 043201150,9.0,NO2,PPB,Japan Ministry of Environment,5.683335452383977,2020
043201150,JPN Site 043201150,9.0,NOX,PPB,Japan Ministry of Environment,6.311604880593657,2020
043201150,JPN Site 043201150,9.0,SO2,PPB,Japan Ministry of Environment,0.9756139329208219,2020
043201160,JPN Site 043201160,9.0,NO,PPB,Japan Ministry of Environment,2.1555568306852178,2020
043201160,JPN Site 043201160,9.0,NO2,PPB,Japan Ministry of Environment,7.952249871401293,2020
043201160,JPN Site 043201160,9.0,NOX,PPB,Japan Ministry of Environment,10.107806702086512,2020
043201160,JPN Site 043201160,9.0,SO2,PPB,Japan Ministry of Environment,1.328473540585895,2020
043201180,JPN Site 043201180,9.0,NO,PPB,Japan Ministry of Environment,0.5831505840413282,2020
043201180,JPN Site 043201180,9.0,NO2,PPB,Japan Ministry of Environment,4.274200633618162,2020
043201180,JPN Site 043201180,9.0,NOX,PPB,Japan Ministry of Environment,4.857351217659492,2020
043201190,JPN Site 043201190,9.0,NO,PPB,Japan Ministry of Environment,1.8792648923054551,2020
043201190,JPN Site 043201190,9.0,NO2,PPB,Japan Ministry of Environment,4.519435032485095,2020
043201190,JPN Site 043201190,9.0,NOX,PPB,Japan Ministry of Environment,6.487241045284558,2020
043201190,JPN Site 043201190,9.0,SO2,PPB,Japan Ministry of Environment,0.7167941238736295,2020
043201510,JPN Site 043201510,9.0,CO,PPM,Japan Ministry of Environment,0.12910197063449064,2020
043201510,JPN Site 043201510,9.0,NO,PPB,Japan Ministry of Environment,6.51803876886317,2020
043201510,JPN Site 043201510,9.0,NO2,PPB,Japan Ministry of Environment,10.946843906757572,2020
043201510,JPN Site 043201510,9.0,NOX,PPB,Japan Ministry of Environment,17.464882675620743,2020
043201510,JPN Site 043201510,9.0,SO2,PPB,Japan Ministry of Environment,1.5178059864348574,2020
043201520,JPN Site 043201520,9.0,NO,PPB,Japan Ministry of Environment,5.867611410175822,2020
043201520,JPN Site 043201520,9.0,NO2,PPB,Japan Ministry of Environment,9.401071624275339,2020
043201520,JPN Site 043201520,9.0,NOX,PPB,Japan Ministry of Environment,15.268683034451165,2020
043201520,JPN Site 043201520,9.0,SO2,PPB,Japan Ministry of Environment,0.9592085868538369,2020
043202020,JPN Site 043202020,9.0,NO,PPB,Japan Ministry of Environment,2.805827552691923,2020
043202020,JPN Site 043202020,9.0,NO2,PPB,Japan Ministry of Environment,7.04639625747726,2020
043202020,JPN Site 043202020,9.0,NOX,PPB,Japan Ministry of Environment,9.852223810169182,2020
043202020,JPN Site 043202020,9.0,SO2,PPB,Japan Ministry of Environment,0.8722681422803774,2020
043202030,JPN Site 043202030,9.0,NO,PPB,Japan Ministry of Environment,1.019485824829439,2020
043202030,JPN Site 043202030,9.0,NO2,PPB,Japan Ministry of Environment,5.113068679407947,2020
043202030,JPN Site 043202030,9.0,NOX,PPB,Japan Ministry of Environment,6.132554504237388,2020
043202520,JPN Site 043202520,9.0,NO,PPB,Japan Ministry of Environment,6.622130217696569,2020
043202520,JPN Site 043202520,9.0,NO2,PPB,Japan Ministry of Environment,9.108851667072061,2020
043202520,JPN Site 043202520,9.0,NOX,PPB,Japan Ministry of Environment,15.730981884768632,2020
043202520,JPN Site 043202520,9.0,SO2,PPB,Japan Ministry of Environment,1.435416142562145,2020
043204200,JPN Site 043204200,9.0,NO,PPB,Japan Ministry of Environment,0.6982249019552084,2020
043204200,JPN Site 043204200,9.0,NO2,PPB,Japan Ministry of Environment,4.502817107814979,2020
043204200,JPN Site 043204200,9.0,NOX,PPB,Japan Ministry of Environment,5.201042009770186,2020
043204200,JPN Site 043204200,9.0,SO2,PPB,Japan Ministry of Environment,1.1071115335383401,2020
043205160,JPN Site 043205160,9.0,NO,PPB,Japan Ministry of Environment,0.10582219039008789,2020
043205160,JPN Site 043205160,9.0,NO2,PPB,Japan Ministry of Environment,2.197418364831533,2020
043205160,JPN Site 043205160,9.0,NOX,PPB,Japan Ministry of Environment,2.3032405552216213,2020
043205160,JPN Site 043205160,9.0,SO2,PPB,Japan Ministry of Environment,1.114182887674493,2020
043206020,JPN Site 043206020,9.0,NO,PPB,Japan Ministry of Environment,0.6900551862872114,2020
043206020,JPN Site 043206020,9.0,NO2,PPB,Japan Ministry of Environment,4.3503926953324665,2020
043206020,JPN Site 043206020,9.0,NOX,PPB,Japan Ministry of Environment,5.040447881619679,2020
043207010,JPN Site 043207010,9.0,NO,PPB,Japan Ministry of Environment,0.8956698139316508,2020
043207010,JPN Site 043207010,9.0,NO2,PPB,Japan Ministry of Environment,2.625819820766199,2020
043207010,JPN Site 043207010,9.0,NOX,PPB,Japan Ministry of Environment,3.5214896346978493,2020
043207010,JPN Site 043207010,9.0,SO2,PPB,Japan Ministry of Environment,0.9336883610980432,2020
043208010,JPN Site 043208010,9.0,NO,PPB,Japan Ministry of Environment,0.6966225993413215,2020
043208010,JPN Site 043208010,9.0,NO2,PPB,Japan Ministry of Environment,3.9299129332851286,2020
043208010,JPN Site 043208010,9.0,NOX,PPB,Japan Ministry of Environment,4.62653553262645,2020
043210010,JPN Site 043210010,9.0,NO,PPB,Japan Ministry of Environment,0.5897763758028818,2020
043210010,JPN Site 043210010,9.0,NO2,PPB,Japan Ministry of Environment,3.2235961080042213,2020
043210010,JPN Site 043210010,9.0,NOX,PPB,Japan Ministry of Environment,3.8133724838071035,2020
043211050,JPN Site 043211050,9.0,NO,PPB,Japan Ministry of Environment,2.3299282023279626,2020
043211050,JPN Site 043211050,9.0,NO2,PPB,Japan Ministry of Environment,5.205349114402205,2020
043211050,JPN Site 043211050,9.0,NOX,PPB,Japan Ministry of Environment,7.535277316730167,2020
043212010,JPN Site 043212010,9.0,WD,DEGREES,Japan Ministry of Environment,207.88494921518782,2020
043212010,JPN Site 043212010,9.0,WS,M/S,Japan Ministry of Environment,1.9500527358064517,2020
043215010,JPN Site 043215010,9.0,NO,PPB,Japan Ministry of Environment,0.22536421415973573,2020
043215010,JPN Site 043215010,9.0,NO2,PPB,Japan Ministry of Environment,1.2034023787323547,2020
043215010,JPN Site 043215010,9.0,NOX,PPB,Japan Ministry of Environment,1.428766592892091,2020
043215010,JPN Site 043215010,9.0,SO2,PPB,Japan Ministry of Environment,0.4838293401620898,2020
043215010,JPN Site 043215010,9.0,WD,DEGREES,Japan Ministry of Environment,151.9916643835166,2020
043215010,JPN Site 043215010,9.0,WS,M/S,Japan Ministry of Environment,1.2925292567480247,2020
043215020,JPN Site 043215020,9.0,NO,PPB,Japan Ministry of Environment,0.08622382015836852,2020
043215020,JPN Site 043215020,9.0,NO2,PPB,Japan Ministry of Environment,1.1241027906660461,2020
043215020,JPN Site 043215020,9.0,NOX,PPB,Japan Ministry of Environment,1.2103266108244146,2020
043215020,JPN Site 043215020,9.0,SO2,PPB,Japan Ministry of Environment,0.44496420755544935,2020
043215020,JPN Site 043215020,9.0,WD,DEGREES,Japan Ministry of Environment,146.68317544358536,2020
043215020,JPN Site 043215020,9.0,WS,M/S,Japan Ministry of Environment,1.8430207301399568,2020
043215030,JPN Site 043215030,9.0,NO,PPB,Japan Ministry of Environment,0.4763933506431008,2020
043215030,JPN Site 043215030,9.0,NO2,PPB,Japan Ministry of Environment,1.0794989131293562,2020
043215030,JPN Site 043215030,9.0,NOX,PPB,Japan Ministry of Environment,1.5558922637724568,2020
043215030,JPN Site 043215030,9.0,SO2,PPB,Japan Ministry of Environment,0.4267017273044675,2020
043215030,JPN Site 043215030,9.0,WD,DEGREES,Japan Ministry of Environment,141.45499109953118,2020
043215030,JPN Site 043215030,9.0,WS,M/S,Japan Ministry of Environment,1.9129375472458265,2020
043215040,JPN Site 043215040,9.0,NO,PPB,Japan Ministry of Environment,0.060603233760043645,2020
043215040,JPN Site 043215040,9.0,NO2,PPB,Japan Ministry of Environment,1.1906768811119766,2020
043215040,JPN Site 043215040,9.0,NOX,PPB,Japan Ministry of Environment,1.2512801148720203,2020
043215040,JPN Site 043215040,9.0,SO2,PPB,Japan Ministry of Environment,0.4603205934383037,2020
043215040,JPN Site 043215040,9.0,WD,DEGREES,Japan Ministry of Environment,163.36787507351266,2020
043215040,JPN Site 043215040,9.0,WS,M/S,Japan Ministry of Environment,2.8225347577921696,2020
043403010,JPN Site 043403010,9.0,WD,DEGREES,Japan Ministry of Environment,155.27381537834805,2020
043403010,JPN Site 043403010,9.0,WS,M/S,Japan Ministry of Environment,1.910958103490265,2020
043443010,JPN Site 043443010,9.0,NO,PPB,Japan Ministry of Environment,2.346764441290968,2020
043443010,JPN Site 043443010,9.0,NO2,PPB,Japan Ministry of Environment,5.165273067976555,2020
043443010,JPN Site 043443010,9.0,NOX,PPB,Japan Ministry of Environment,7.5120375092675244,2020
043443010,JPN Site 043443010,9.0,SO2,PPB,Japan Ministry of Environment,1.2089547966982235,2020
043444010,JPN Site 043444010,9.0,WD,DEGREES,Japan Ministry of Environment,186.53305833707748,2020
043444010,JPN Site 043444010,9.0,WS,M/S,Japan Ministry of Environment,1.3911416914808665,2020
043481010,JPN Site 043481010,9.0,NO,PPB,Japan Ministry of Environment,0.7355908080403801,2020
043481010,JPN Site 043481010,9.0,NO2,PPB,Japan Ministry of Environment,2.419819402408901,2020
043481010,JPN Site 043481010,9.0,NOX,PPB,Japan Ministry of Environment,3.155410210449281,2020
043530010,JPN Site 043530010,9.0,NO,PPB,Japan Ministry of Environment,1.1562280210170721,2020
043530010,JPN Site 043530010,9.0,NO2,PPB,Japan Ministry of Environment,1.9994025488678315,2020
043530010,JPN Site 043530010,9.0,NOX,PPB,Japan Ministry of Environment,3.1556305698849036,2020
043531010,JPN Site 043531010,9.0,NO,PPB,Japan Ministry of Environment,0.27111471299955897,2020
043531010,JPN Site 043531010,9.0,NO2,PPB,Japan Ministry of Environment,1.7883882357037497,2020
043531010,JPN Site 043531010,9.0,NOX,PPB,Japan Ministry of Environment,2.059502948703308,2020
043531010,JPN Site 043531010,9.0,SO2,PPB,Japan Ministry of Environment,0.7618328454609009,2020
043531020,JPN Site 043531020,9.0,NO,PPB,Japan Ministry of Environment,0.12610598666399397,2020
043531020,JPN Site 043531020,9.0,NO2,PPB,Japan Ministry of Environment,1.58896756510494,2020
043531020,JPN Site 043531020,9.0,NOX,PPB,Japan Ministry of Environment,1.715073551768934,2020
043531020,JPN Site 043531020,9.0,SO2,PPB,Japan Ministry of Environment,0.6518170570624787,2020
043531020,JPN Site 043531020,9.0,WD,DEGREES,Japan Ministry of Environment,184.82040963637894,2020
043531020,JPN Site 043531020,9.0,WS,M/S,Japan Ministry of Environment,2.842746520743027,2020
043531030,JPN Site 043531030,9.0,NO,PPB,Japan Ministry of Environment,0.09303966943204639,2020
043531030,JPN Site 043531030,9.0,NO2,PPB,Japan Ministry of Environment,1.259730899101545,2020
043531030,JPN Site 043531030,9.0,NOX,PPB,Japan Ministry of Environment,1.3527705685335913,2020
043531030,JPN Site 043531030,9.0,SO2,PPB,Japan Ministry of Environment,0.5489027281070344,2020
043531030,JPN Site 043531030,9.0,WD,DEGREES,Japan Ministry of Environment,167.57789215315012,2020
043531030,JPN Site 043531030,9.0,WS,M/S,Japan Ministry of Environment,2.539777538440667,2020
043531040,JPN Site 043531040,9.0,NO,PPB,Japan Ministry of Environment,0.12415047281515257,2020
043531040,JPN Site 043531040,9.0,NO2,PPB,Japan Ministry of Environment,1.1055317710607648,2020
043531040,JPN Site 043531040,9.0,NOX,PPB,Japan Ministry of Environment,1.2296822438759174,2020
043531040,JPN Site 043531040,9.0,SO2,PPB,Japan Ministry of Environment,0.605906982175098,2020
043531040,JPN Site 043531040,9.0,WD,DEGREES,Japan Ministry of Environment,159.68087235505152,2020
043531040,JPN Site 043531040,9.0,WS,M/S,Japan Ministry of Environment,1.6779803750566957,2020
043532010,JPN Site 043532010,9.0,NO,PPB,Japan Ministry of Environment,0.03526883618269376,2020
043532010,JPN Site 043532010,9.0,NO2,PPB,Japan Ministry of Environment,1.1461185759431904,2020
043532010,JPN Site 043532010,9.0,NOX,PPB,Japan Ministry of Environment,1.1812270786322174,2020
044201010,JPN Site 044201010,9.0,NO,PPB,Japan Ministry of Environment,2.7231731730064834,2020
044201010,JPN Site 044201010,9.0,NO2,PPB,Japan Ministry of Environment,4.854660112534813,2020
044201010,JPN Site 044201010,9.0,NOX,PPB,Japan Ministry of Environment,7.577833285541296,2020
044201010,JPN Site 044201010,9.0,SO2,PPB,Japan Ministry of Environment,2.5156165250843516,2020
044201050,JPN Site 044201050,9.0,NO,PPB,Japan Ministry of Environment,2.0152209671376067,2020
044201050,JPN Site 044201050,9.0,NO2,PPB,Japan Ministry of Environment,6.2749132658139395,2020
044201050,JPN Site 044201050,9.0,NOX,PPB,Japan Ministry of Environment,8.290134232951548,2020
044201050,JPN Site 044201050,9.0,SO2,PPB,Japan Ministry of Environment,3.6678316574749568,2020
044201070,JPN Site 044201070,9.0,CO,PPM,Japan Ministry of Environment,0.2902282037963798,2020
044201070,JPN Site 044201070,9.0,NO,PPB,Japan Ministry of Environment,2.3976850187811345,2020
044201070,JPN Site 044201070,9.0,NO2,PPB,Japan Ministry of Environment,7.810589151617055,2020
044201070,JPN Site 044201070,9.0,NOX,PPB,Japan Ministry of Environment,10.212007742680148,2020
044201070,JPN Site 044201070,9.0,SO2,PPB,Japan Ministry of Environment,2.7805313398026885,2020
044201080,JPN Site 044201080,9.0,NO,PPB,Japan Ministry of Environment,2.2882672720320674,2020
044201080,JPN Site 044201080,9.0,NO2,PPB,Japan Ministry of Environment,6.079213703209386,2020
044201080,JPN Site 044201080,9.0,NOX,PPB,Japan Ministry of Environment,8.367480975241453,2020
044201080,JPN Site 044201080,9.0,SO2,PPB,Japan Ministry of Environment,2.4638336498712774,2020
044201090,JPN Site 044201090,9.0,NO,PPB,Japan Ministry of Environment,2.1801222331433765,2020
044201090,JPN Site 044201090,9.0,NO2,PPB,Japan Ministry of Environment,5.470797789816261,2020
044201090,JPN Site 044201090,9.0,NOX,PPB,Japan Ministry of Environment,7.640275944399516,2020
044201090,JPN Site 044201090,9.0,SO2,PPB,Japan Ministry of Environment,3.7242365653835083,2020
044201100,JPN Site 044201100,9.0,NO,PPB,Japan Ministry of Environment,1.921087674356502,2020
044201100,JPN Site 044201100,9.0,NO2,PPB,Japan Ministry of Environment,4.636006240712888,2020
044201100,JPN Site 044201100,9.0,NOX,PPB,Japan Ministry of Environment,6.55709391506939,2020
044201100,JPN Site 044201100,9.0,SO2,PPB,Japan Ministry of Environment,2.031982389359318,2020
044201130,JPN Site 044201130,9.0,NO,PPB,Japan Ministry of Environment,2.014803654245274,2020
044201130,JPN Site 044201130,9.0,NO2,PPB,Japan Ministry of Environment,7.524537806890148,2020
044201130,JPN Site 044201130,9.0,NOX,PPB,Japan Ministry of Environment,9.539341461135425,2020
044201130,JPN Site 044201130,9.0,SO2,PPB,Japan Ministry of Environment,2.924128290370521,2020
044201340,JPN Site 044201340,9.0,NO,PPB,Japan Ministry of Environment,2.0072378103836135,2020
044201340,JPN Site 044201340,9.0,NO2,PPB,Japan Ministry of Environment,5.521294736268703,2020
044201340,JPN Site 044201340,9.0,NOX,PPB,Japan Ministry of Environment,7.528532546652318,2020
044201340,JPN Site 044201340,9.0,SO2,PPB,Japan Ministry of Environment,2.158968417819285,2020
044201350,JPN Site 044201350,9.0,NO,PPB,Japan Ministry of Environment,1.910283059718382,2020
044201350,JPN Site 044201350,9.0,NO2,PPB,Japan Ministry of Environment,4.8259282096687635,2020
044201350,JPN Site 044201350,9.0,NOX,PPB,Japan Ministry of Environment,6.736211269387145,2020
044201350,JPN Site 044201350,9.0,SO2,PPB,Japan Ministry of Environment,2.393616471313863,2020
044201360,JPN Site 044201360,9.0,NO,PPB,Japan Ministry of Environment,1.628797251758859,2020
044201360,JPN Site 044201360,9.0,NO2,PPB,Japan Ministry of Environment,5.724694081967979,2020
044201360,JPN Site 044201360,9.0,NOX,PPB,Japan Ministry of Environment,7.353491333726835,2020
044201360,JPN Site 044201360,9.0,SO2,PPB,Japan Ministry of Environment,2.782875138570783,2020
044201370,JPN Site 044201370,9.0,NO,PPB,Japan Ministry of Environment,1.59773803704115,2020
044201370,JPN Site 044201370,9.0,NO2,PPB,Japan Ministry of Environment,6.330934623694741,2020
044201370,JPN Site 044201370,9.0,NOX,PPB,Japan Ministry of Environment,7.928672660735891,2020
044201370,JPN Site 044201370,9.0,SO2,PPB,Japan Ministry of Environment,2.682563592769929,2020
044201510,JPN Site 044201510,9.0,CO,PPM,Japan Ministry of Environment,0.29655757123873383,2020
044201510,JPN Site 044201510,9.0,NO,PPB,Japan Ministry of Environment,5.049914908817938,2020
044201510,JPN Site 044201510,9.0,NO2,PPB,Japan Ministry of Environment,9.713475455955948,2020
044201510,JPN Site 044201510,9.0,NOX,PPB,Japan Ministry of Environment,14.763390364773885,2020
044201520,JPN Site 044201520,9.0,CO,PPM,Japan Ministry of Environment,0.3217348570111983,2020
044201520,JPN Site 044201520,9.0,NO,PPB,Japan Ministry of Environment,6.542357413646755,2020
044201520,JPN Site 044201520,9.0,NO2,PPB,Japan Ministry of Environment,10.012969604757474,2020
044201520,JPN Site 044201520,9.0,NOX,PPB,Japan Ministry of Environment,16.555327018404228,2020
044202020,JPN Site 044202020,9.0,NO,PPB,Japan Ministry of Environment,1.660267891473701,2020
044202020,JPN Site 044202020,9.0,NO2,PPB,Japan Ministry of Environment,5.837217866219839,2020
044202020,JPN Site 044202020,9.0,NOX,PPB,Japan Ministry of Environment,7.497485757693539,2020
044202020,JPN Site 044202020,9.0,SO2,PPB,Japan Ministry of Environment,2.3344509525598416,2020
044203070,JPN Site 044203070,9.0,NO,PPB,Japan Ministry of Environment,1.611674101052118,2020
044203070,JPN Site 044203070,9.0,NO2,PPB,Japan Ministry of Environment,5.288371260627206,2020
044203070,JPN Site 044203070,9.0,NOX,PPB,Japan Ministry of Environment,6.9000453616793225,2020
044203070,JPN Site 044203070,9.0,SO2,PPB,Japan Ministry of Environment,1.8112925514245706,2020
044204010,JPN Site 044204010,9.0,NO,PPB,Japan Ministry of Environment,2.273674586106137,2020
044204010,JPN Site 044204010,9.0,NO2,PPB,Japan Ministry of Environment,4.11900635320505,2020
044204010,JPN Site 044204010,9.0,NOX,PPB,Japan Ministry of Environment,6.392680939311187,2020
044204010,JPN Site 044204010,9.0,SO2,PPB,Japan Ministry of Environment,2.366897276098896,2020
044205020,JPN Site 044205020,9.0,NO,PPB,Japan Ministry of Environment,2.05190727536099,2020
044205020,JPN Site 044205020,9.0,NO2,PPB,Japan Ministry of Environment,4.275940969224213,2020
044205020,JPN Site 044205020,9.0,NOX,PPB,Japan Ministry of Environment,6.327848244585204,2020
044205020,JPN Site 044205020,9.0,SO2,PPB,Japan Ministry of Environment,1.9070066936616081,2020
044206010,JPN Site 044206010,9.0,NO,PPB,Japan Ministry of Environment,2.7862472132968708,2020
044206010,JPN Site 044206010,9.0,NO2,PPB,Japan Ministry of Environment,6.331643827889319,2020
044206010,JPN Site 044206010,9.0,NOX,PPB,Japan Ministry of Environment,9.11789104118619,2020
044206010,JPN Site 044206010,9.0,SO2,PPB,Japan Ministry of Environment,2.263281615042636,2020
044207010,JPN Site 044207010,9.0,NO,PPB,Japan Ministry of Environment,4.5189335146804375,2020
044207010,JPN Site 044207010,9.0,NO2,PPB,Japan Ministry of Environment,10.35274185148203,2020
044207010,JPN Site 044207010,9.0,NOX,PPB,Japan Ministry of Environment,14.881423130994383,2020
044207010,JPN Site 044207010,9.0,SO2,PPB,Japan Ministry of Environment,2.089706600682304,2020
044212010,JPN Site 044212010,9.0,NO,PPB,Japan Ministry of Environment,1.373092639952532,2020
044212010,JPN Site 044212010,9.0,NO2,PPB,Japan Ministry of Environment,3.3174170042972886,2020
044212010,JPN Site 044212010,9.0,NOX,PPB,Japan Ministry of Environment,4.690509644249821,2020
044212010,JPN Site 044212010,9.0,SO2,PPB,Japan Ministry of Environment,2.2656954966453977,2020
044213010,JPN Site 044213010,9.0,NO,PPB,Japan Ministry of Environment,1.7140577484526005,2020
044213010,JPN Site 044213010,9.0,NO2,PPB,Japan Ministry of Environment,3.8612446855508913,2020
044213010,JPN Site 044213010,9.0,NOX,PPB,Japan Ministry of Environment,5.575302434003492,2020
044213010,JPN Site 044213010,9.0,SO2,PPB,Japan Ministry of Environment,2.4501777173089287,2020
044214010,JPN Site 044214010,9.0,NO,PPB,Japan Ministry of Environment,1.634645753530891,2020
044214010,JPN Site 044214010,9.0,NO2,PPB,Japan Ministry of Environment,4.285579024016678,2020
044214010,JPN Site 044214010,9.0,NOX,PPB,Japan Ministry of Environment,5.92022477754757,2020
044214010,JPN Site 044214010,9.0,SO2,PPB,Japan Ministry of Environment,1.900515027374706,2020
044341020,JPN Site 044341020,9.0,NO,PPB,Japan Ministry of Environment,2.516487619369409,2020
044341020,JPN Site 044341020,9.0,NO2,PPB,Japan Ministry of Environment,6.666576158471867,2020
044341020,JPN Site 044341020,9.0,NOX,PPB,Japan Ministry of Environment,9.183063777841276,2020
044341020,JPN Site 044341020,9.0,SO2,PPB,Japan Ministry of Environment,2.3857000510958812,2020
044381010,JPN Site 044381010,9.0,NO,PPB,Japan Ministry of Environment,1.9626470827424225,2020
044381010,JPN Site 044381010,9.0,NO2,PPB,Japan Ministry of Environment,5.488054091511258,2020
044381010,JPN Site 044381010,9.0,NOX,PPB,Japan Ministry of Environment,7.450701174253682,2020
044381010,JPN Site 044381010,9.0,SO2,PPB,Japan Ministry of Environment,2.8730155839516054,2020
045201040,JPN Site 045201040,9.0,SO2,PPB,Japan Ministry of Environment,1.505373511763613,2020
045201050,JPN Site 045201050,9.0,NO,PPB,Japan Ministry of Environment,0.947887067568581,2020
045201050,JPN Site 045201050,9.0,NO2,PPB,Japan Ministry of Environment,3.436819683041793,2020
045201050,JPN Site 045201050,9.0,NOX,PPB,Japan Ministry of Environment,4.384706750610374,2020
045201050,JPN Site 045201050,9.0,SO2,PPB,Japan Ministry of Environment,1.0385112580366105,2020
045201060,JPN Site 045201060,9.0,SO2,PPB,Japan Ministry of Environment,1.7715213789036528,2020
045201520,JPN Site 045201520,9.0,NO,PPB,Japan Ministry of Environment,5.223629378370098,2020
045201520,JPN Site 045201520,9.0,NO2,PPB,Japan Ministry of Environment,6.800312589303508,2020
045201520,JPN Site 045201520,9.0,NOX,PPB,Japan Ministry of Environment,12.023941967673606,2020
045201540,JPN Site 045201540,9.0,CO,PPM,Japan Ministry of Environment,0.2546104737487014,2020
045201540,JPN Site 045201540,9.0,NO,PPB,Japan Ministry of Environment,4.729195841429146,2020
045201540,JPN Site 045201540,9.0,NO2,PPB,Japan Ministry of Environment,4.138090742022781,2020
045201540,JPN Site 045201540,9.0,NOX,PPB,Japan Ministry of Environment,8.867286583451929,2020
045202020,JPN Site 045202020,9.0,NO,PPB,Japan Ministry of Environment,0.9034287088518634,2020
045202020,JPN Site 045202020,9.0,NO2,PPB,Japan Ministry of Environment,6.017655748294008,2020
045202020,JPN Site 045202020,9.0,NOX,PPB,Japan Ministry of Environment,6.2583946971169775,2020
045202020,JPN Site 045202020,9.0,SO2,PPB,Japan Ministry of Environment,1.034123514014098,2020
045202510,JPN Site 045202510,9.0,CO,PPM,Japan Ministry of Environment,0.31732152306909084,2020
045202510,JPN Site 045202510,9.0,NO,PPB,Japan Ministry of Environment,7.672102326753132,2020
045202510,JPN Site 045202510,9.0,NO2,PPB,Japan Ministry of Environment,15.04370922690919,2020
045202510,JPN Site 045202510,9.0,NOX,PPB,Japan Ministry of Environment,22.71224675318308,2020
045202510,JPN Site 045202510,9.0,SO2,PPB,Japan Ministry of Environment,0.4993073410459046,2020
045203020,JPN Site 045203020,9.0,NO,PPB,Japan Ministry of Environment,0.46561279287984086,2020
045203020,JPN Site 045203020,9.0,NO2,PPB,Japan Ministry of Environment,2.784084105490462,2020
045203020,JPN Site 045203020,9.0,NOX,PPB,Japan Ministry of Environment,3.251255475815476,2020
045203020,JPN Site 045203020,9.0,SO2,PPB,Japan Ministry of Environment,2.910958425297807,2020
045203090,JPN Site 045203090,9.0,NO,PPB,Japan Ministry of Environment,2.133120891474716,2020
045203090,JPN Site 045203090,9.0,NO2,PPB,Japan Ministry of Environment,3.514397289651688,2020
045203090,JPN Site 045203090,9.0,NOX,PPB,Japan Ministry of Environment,5.647518181126404,2020
045203090,JPN Site 045203090,9.0,SO2,PPB,Japan Ministry of Environment,2.1384666253289755,2020
045203100,JPN Site 045203100,9.0,NO,PPB,Japan Ministry of Environment,3.6817796498878437,2020
045203100,JPN Site 045203100,9.0,NO2,PPB,Japan Ministry of Environment,8.071602285516091,2020
045203100,JPN Site 045203100,9.0,NOX,PPB,Japan Ministry of Environment,12.124271451521539,2020
045203100,JPN Site 045203100,9.0,SO2,PPB,Japan Ministry of Environment,3.6921920036377207,2020
045203520,JPN Site 045203520,9.0,CO,PPM,Japan Ministry of Environment,0.3331170281956215,2020
045203520,JPN Site 045203520,9.0,NO,PPB,Japan Ministry of Environment,18.806634414748924,2020
045203520,JPN Site 045203520,9.0,NO2,PPB,Japan Ministry of Environment,7.447007981676082,2020
045203520,JPN Site 045203520,9.0,NOX,PPB,Japan Ministry of Environment,26.215580859271135,2020
045203520,JPN Site 045203520,9.0,SO2,PPB,Japan Ministry of Environment,2.3178508527734083,2020
045204010,JPN Site 045204010,9.0,NO,PPB,Japan Ministry of Environment,0.6771648958156155,2020
045204010,JPN Site 045204010,9.0,NO2,PPB,Japan Ministry of Environment,3.359375801605578,2020
045204010,JPN Site 045204010,9.0,NOX,PPB,Japan Ministry of Environment,4.036540697421194,2020
045204010,JPN Site 045204010,9.0,SO2,PPB,Japan Ministry of Environment,2.5904483716423283,2020
045204030,JPN Site 045204030,9.0,NO,PPB,Japan Ministry of Environment,0.6025971556898952,2020
