Unique_ID,dataset
ZC_3258,train
ZC_44143,train
ZC_95624,train
ZC_90746,0
ZC_44425,0
ZC_21776,test
ZC_61020,0
ZC_3307,train
ZC_80926,0
ZC_44111,0
ZC_45233,train
ZC_76006,train
ZC_77067,train
ZC_66209,train
ZC_95119,0
ZC_77598,val
ZC_12198,train
ZC_1810,train
ZC_13074,train
ZC_22046,train
ZC_18064,train
ZC_47630,train
ZC_37121,val
ZC_7640,train
ZC_85050,train
ZC_10511,train
ZC_33106,0
ZC_77449,train
ZC_22003,train
ZC_33617,train
ZC_79366,0
ZC_27815,train
ZC_76226,train
ZC_22079,train
ZC_38671,train
ZC_11732,0
ZC_90702,0
ZC_91372,val
ZC_92593,train
ZC_33409,test
ZC_48098,train
ZC_8810,train
ZC_6107,train
ZC_98275,0
ZC_37849,test
ZC_92548,train
ZC_89123,train
ZC_21208,train
ZC_20608,train
ZC_5464,train
ZC_17516,test
ZC_4679,val
ZC_49519,train
ZC_1915,train
ZC_33615,train
ZC_73049,train
ZC_91789,train
ZC_60007,train
ZC_21012,0
ZC_73173,train
ZC_15626,train
ZC_15027,train
ZC_2343,train
ZC_34287,train
ZC_68154,train
ZC_20774,train
ZC_22602,train
ZC_75703,train
ZC_11001,val
ZC_78263,train
ZC_11791,0
ZC_76701,train
ZC_78370,train
ZC_49453,train
ZC_80922,train
ZC_1590,0
ZC_93907,test
ZC_62563,test
ZC_33525,train
ZC_33993,train
ZC_60527,train
ZC_22603,train
ZC_78245,0
ZC_77338,test
ZC_85254,train
ZC_37205,0
ZC_27291,train
ZC_66013,train
ZC_60526,train
ZC_18642,train
ZC_93043,train
ZC_46260,train
ZC_90733,0
ZC_68524,0
ZC_7043,train
ZC_55076,0
ZC_15942,test
ZC_35763,test
ZC_12589,train
ZC_93033,train
ZC_72212,0
ZC_47638,train
ZC_28630,0
ZC_45449,0
ZC_11980,train
ZC_66208,train
ZC_94579,train
ZC_7856,train
ZC_76208,train
ZC_2885,train
ZC_82432,test
ZC_66111,train
ZC_45440,0
ZC_32509,train
ZC_60477,train
ZC_10985,train
ZC_28080,val
ZC_34984,val
ZC_8049,train
ZC_4745,0
ZC_39503,train
ZC_6419,train
ZC_79104,0
ZC_12577,0
ZC_96749,0
ZC_94560,train
ZC_33173,train
ZC_17579,train
ZC_76059,train
ZC_49508,train
ZC_33967,train
ZC_1080,train
ZC_10510,train
ZC_21056,0
ZC_33705,test
ZC_63036,train
ZC_10538,train
ZC_90047,val
ZC_19713,train
ZC_98391,0
ZC_60102,train
ZC_34291,train
ZC_49442,train
ZC_44626,0
ZC_33283,train
ZC_55426,0
ZC_78202,0
ZC_34988,train
ZC_33928,train
ZC_43235,train
ZC_1562,train
ZC_72206,0
ZC_64050,0
ZC_15228,train
ZC_1519,0
ZC_47117,0
ZC_30038,train
ZC_90249,train
ZC_65216,train
ZC_17038,train
ZC_45426,0
ZC_92590,train
ZC_1833,train
ZC_35806,train
ZC_48082,train
ZC_15101,train
ZC_77066,train
ZC_44641,train
ZC_90502,0
ZC_29482,0
ZC_31204,train
ZC_3448,train
ZC_98004,train
ZC_60514,val
ZC_75041,0
ZC_11542,0
ZC_1945,train
ZC_68164,train
ZC_48435,train
ZC_39218,train
ZC_85263,train
ZC_36619,train
ZC_89704,train
ZC_29033,0
ZC_76060,0
ZC_96793,0
ZC_93449,train
ZC_76058,train
ZC_34420,train
ZC_64152,train
ZC_95120,0
ZC_16115,train
ZC_32955,train
ZC_40245,train
ZC_85027,train
ZC_19565,train
ZC_55127,0
ZC_17572,train
ZC_23707,train
ZC_48842,train
ZC_8620,train
ZC_2852,train
ZC_10965,train
ZC_98059,0
ZC_94526,test
ZC_27884,train
ZC_12158,0
ZC_44039,0
ZC_19555,train
ZC_75078,train
ZC_60045,train
ZC_95309,train
ZC_33154,0
ZC_78380,val
ZC_33261,0
ZC_91302,train
ZC_45320,train
ZC_60678,train
ZC_63640,train
ZC_46227,train
ZC_33195,0
ZC_98315,0
ZC_8560,train
ZC_20120,train
ZC_33012,0
ZC_79103,0
ZC_90506,train
ZC_94538,train
ZC_99023,0
ZC_15234,train
ZC_94528,train
ZC_6029,train
ZC_20676,train
ZC_11733,train
ZC_91333,train
ZC_76108,train
ZC_44048,train
ZC_92173,train
ZC_19113,test
ZC_48808,train
ZC_91341,train
ZC_91788,train
ZC_91021,train
ZC_45230,train
ZC_30725,0
ZC_48423,test
ZC_2842,train
ZC_83286,0
ZC_96073,train
ZC_48240,train
ZC_18407,train
ZC_11563,0
ZC_37043,0
ZC_88047,test
ZC_77064,train
ZC_76028,0
ZC_6357,test
ZC_34117,test
ZC_20878,train
ZC_76054,test
ZC_34986,train
ZC_61554,train
ZC_33956,test
ZC_71292,train
ZC_77532,train
ZC_14824,train
ZC_25064,train
ZC_76049,train
ZC_29842,train
ZC_28734,val
ZC_60504,0
ZC_4110,test
ZC_77541,train
ZC_65039,test
ZC_20716,train
ZC_12185,train
ZC_80911,0
ZC_34945,train
ZC_77362,train
ZC_95460,0
ZC_23832,train
ZC_13082,train
ZC_70770,train
ZC_17050,train
ZC_61084,0
ZC_62712,train
ZC_11030,0
ZC_7081,train
ZC_15331,train
ZC_60585,0
ZC_60523,train
ZC_28216,val
ZC_55430,train
ZC_37772,train
ZC_11572,0
ZC_29690,0
ZC_32817,train
ZC_15236,train
ZC_92241,train
ZC_76017,train
ZC_68137,train
ZC_32922,val
ZC_77539,train
ZC_7803,train
ZC_90710,0
ZC_55071,0
ZC_4250,0
ZC_75089,val
ZC_38141,val
ZC_13637,val
ZC_60101,train
ZC_75154,train
ZC_36615,train
ZC_91340,train
ZC_96740,0
ZC_80915,0
ZC_95960,train
ZC_46254,train
ZC_7762,train
ZC_94552,0
ZC_30021,train
ZC_37315,test
ZC_44260,0
ZC_22743,train
ZC_13424,0
ZC_37384,train
ZC_35243,train
ZC_23511,train
ZC_33314,train
ZC_80538,0
ZC_28266,train
ZC_45441,0
ZC_45475,0
ZC_15001,train
ZC_7732,train
ZC_70090,train
ZC_32566,train
ZC_93454,train
ZC_48747,0
ZC_15670,train
ZC_20754,test
ZC_40241,val
ZC_61555,train
ZC_8406,train
ZC_77065,train
ZC_85262,val
ZC_75601,train
ZC_65205,val
ZC_21032,0
ZC_28301,val
ZC_25107,train
ZC_68144,train
ZC_60478,val
ZC_92584,train
ZC_75088,train
ZC_60464,test
ZC_80914,0
ZC_78015,train
ZC_46055,train
ZC_6877,train
ZC_19547,train
ZC_23651,train
ZC_44481,0
ZC_30305,train
ZC_65810,train
ZC_79329,0
ZC_55126,0
ZC_4351,0
ZC_82930,train
ZC_23228,train
ZC_28405,test
ZC_6339,train
ZC_49635,train
ZC_27375,train
ZC_17366,train
ZC_93306,train
ZC_28302,train
ZC_29209,train
ZC_65265,train
ZC_3224,train
ZC_8009,train
ZC_15417,train
ZC_61826,0
ZC_21662,train
ZC_56560,train
ZC_20136,train
ZC_3220,val
ZC_60422,0
ZC_23801,test
ZC_61072,train
ZC_93041,train
ZC_62223,train
ZC_22152,train
ZC_30017,train
ZC_80908,train
ZC_15623,train
ZC_83634,train
ZC_15147,val
ZC_78557,train
ZC_67215,train
ZC_65201,test
ZC_48034,train
ZC_98323,train
ZC_65215,val
ZC_45052,train
ZC_93552,train
ZC_12581,train
ZC_30726,train
ZC_6750,train
ZC_27202,train
ZC_7924,train
ZC_45459,0
ZC_39532,train
ZC_19333,train
ZC_78593,train
ZC_21087,train
ZC_83876,0
ZC_75063,test
ZC_75261,train
ZC_47715,train
ZC_44081,train
ZC_7675,train
ZC_92109,train
ZC_33618,train
ZC_61772,train
ZC_90604,train
ZC_10706,train
ZC_75002,val
ZC_63462,train
ZC_44001,0
ZC_4473,0
ZC_7850,train
ZC_15650,train
ZC_21903,train
ZC_4652,train
ZC_78154,0
ZC_8691,val
ZC_24083,test
ZC_23225,train
ZC_4757,train
ZC_17087,train
ZC_64131,0
ZC_60503,0
ZC_17065,0
ZC_49221,train
ZC_12182,train
ZC_19711,train
ZC_4236,0
ZC_48468,train
ZC_92508,train
ZC_21798,train
ZC_7009,train
ZC_70615,0
ZC_92604,train
ZC_70085,0
ZC_33785,val
ZC_8034,val
ZC_30326,train
ZC_94085,test
ZC_61102,0
ZC_60108,train
ZC_60525,train
ZC_32227,train
ZC_11749,train
ZC_70047,train
ZC_15235,train
ZC_15656,train
ZC_49112,train
ZC_73065,train
ZC_37886,0
ZC_11518,0
ZC_1092,val
ZC_33637,train
ZC_30060,train
ZC_13322,0
ZC_25201,train
ZC_76120,train
ZC_98203,0
ZC_75210,test
ZC_76476,train
ZC_76039,train
ZC_10901,train
ZC_66215,train
ZC_17302,train
ZC_6088,test
ZC_17321,train
ZC_8833,val
ZC_2817,train
ZC_12987,train
ZC_20602,train
ZC_75062,val
ZC_85350,train
ZC_89101,val
ZC_28224,train
ZC_66203,train
ZC_63732,train
ZC_65203,val
ZC_12522,train
ZC_76034,train
ZC_35824,train
ZC_90609,train
ZC_45434,train
ZC_2801,train
ZC_78719,0
ZC_19008,train
ZC_75228,0
ZC_27417,train
ZC_60090,train
ZC_29741,val
ZC_2180,train
ZC_30318,train
ZC_29130,train
ZC_90504,val
ZC_97124,0
ZC_55420,0
ZC_45150,test
ZC_6111,train
ZC_92552,train
ZC_78725,0
ZC_4625,train
ZC_70816,train
ZC_77632,train
ZC_76044,train
ZC_43068,train
ZC_28804,train
ZC_87417,train
ZC_77515,train
ZC_60502,0
ZC_21901,train
ZC_95138,0
ZC_60475,0
ZC_15672,train
ZC_65617,train
ZC_38618,train
ZC_30329,train
ZC_30071,train
ZC_60186,0
ZC_29673,0
ZC_91020,train
ZC_87415,train
ZC_45174,train
ZC_7480,test
ZC_55120,0
ZC_49461,train
ZC_60487,test
ZC_7738,val
ZC_40510,train
ZC_1031,train
ZC_15332,train
ZC_7648,train
ZC_8733,train
ZC_6437,train
ZC_8234,train
ZC_21545,train
ZC_89508,train
ZC_11697,0
ZC_92555,test
ZC_48079,val
ZC_28744,train
ZC_95521,train
ZC_94043,val
ZC_90742,0
ZC_28228,train
ZC_61016,train
ZC_98006,0
ZC_90043,train
ZC_28108,train
ZC_13030,train
ZC_85086,train
ZC_15139,train
ZC_20109,val
ZC_70814,train
ZC_78583,val
ZC_45030,train
ZC_17026,train
ZC_8857,train
ZC_24018,train
ZC_45377,0
ZC_92554,test
ZC_77447,train
ZC_16505,val
ZC_85335,train
ZC_13601,val
ZC_28814,train
ZC_55439,0
ZC_81652,0
ZC_33634,test
ZC_33164,0
ZC_90721,train
ZC_83832,0
ZC_94973,train
ZC_7078,test
ZC_38672,train
ZC_98205,0
ZC_61558,train
ZC_92704,val
ZC_24175,test
ZC_19454,train
ZC_75798,train
ZC_49548,train
ZC_8812,train
ZC_78539,train
ZC_95982,train
ZC_38125,train
ZC_19317,train
ZC_45346,train
ZC_19934,train
ZC_66112,train
ZC_33014,0
ZC_89141,train
ZC_14580,train
ZC_76707,train
ZC_95721,0
ZC_39560,train
ZC_22601,train
ZC_49083,train
ZC_30058,train
ZC_78112,train
ZC_55115,0
ZC_48746,train
ZC_67209,train
ZC_65218,train
ZC_10911,train
ZC_8837,train
ZC_29541,0
ZC_11953,train
ZC_17502,train
ZC_19707,test
ZC_94928,train
ZC_11560,0
ZC_35036,train
ZC_90731,0
ZC_49512,train
ZC_21626,train
ZC_19342,0
ZC_30236,train
ZC_18940,train
ZC_48629,train
ZC_91617,train
ZC_93066,train
ZC_55433,train
ZC_48301,train
ZC_50023,train
ZC_17003,train
ZC_27010,train
ZC_90720,train
ZC_33716,train
ZC_45050,test
ZC_92885,train
ZC_27607,train
ZC_19951,train
ZC_50327,test
ZC_45458,0
ZC_27636,train
ZC_37615,0
ZC_33541,train
ZC_46142,train
ZC_8846,val
ZC_37086,train
ZC_21207,0
ZC_46290,val
ZC_22066,test
ZC_7080,train
ZC_17033,train
ZC_18518,train
ZC_15444,train
ZC_19067,train
ZC_71037,train
ZC_66083,train
ZC_46280,val
ZC_64480,train
ZC_21409,0
ZC_19446,train
ZC_27235,train
ZC_15034,train
ZC_83607,0
ZC_60006,train
ZC_83232,0
ZC_8014,train
ZC_96038,train
ZC_45316,0
ZC_75706,train
ZC_62280,train
ZC_46113,train
ZC_98936,0
ZC_17315,test
ZC_18954,train
ZC_35091,train
ZC_32818,train
ZC_45347,train
ZC_78575,0
ZC_27040,val
ZC_4021,train
ZC_7716,train
ZC_78374,0
ZC_83427,0
ZC_76093,val
ZC_33317,train
ZC_45014,train
ZC_44436,0
ZC_17352,train
ZC_56578,train
ZC_92693,train
ZC_48134,train
ZC_98592,0
ZC_2702,train
ZC_49464,train
ZC_35073,0
ZC_8820,train
ZC_48304,train
ZC_96156,0
ZC_63028,val
ZC_61803,train
ZC_73071,train
ZC_20689,train
ZC_33774,test
ZC_39534,test
ZC_30337,train
ZC_33543,train
ZC_61824,train
ZC_12590,0
ZC_44137,0
ZC_33023,val
ZC_65211,train
ZC_23234,train
ZC_12592,train
ZC_66204,train
ZC_15675,train
ZC_33483,train
ZC_21157,train
ZC_18936,train
ZC_91611,train
ZC_5773,train
ZC_11580,0
ZC_91612,test
ZC_8225,train
ZC_94931,train
ZC_92254,0
ZC_46259,0
ZC_11764,train
ZC_60143,test
ZC_17314,train
ZC_48036,train
ZC_45240,val
ZC_91615,train
ZC_48188,train
ZC_55427,train
ZC_29532,0
ZC_2892,train
ZC_11771,0
ZC_83341,0
ZC_77385,train
ZC_95524,train
ZC_48035,train
ZC_61073,train
ZC_78681,0
ZC_83605,0
ZC_60064,train
ZC_18042,train
ZC_15956,train
ZC_20192,train
ZC_92652,train
ZC_33186,train
ZC_21668,train
ZC_47143,train
ZC_23529,train
ZC_46268,train
ZC_60117,train
ZC_76088,train
ZC_49326,train
ZC_10928,0
ZC_35180,val
ZC_11941,train
ZC_97203,0
ZC_17565,train
ZC_75038,val
ZC_8083,train
ZC_99036,0
ZC_23224,train
ZC_55121,0
ZC_20812,0
ZC_35235,train
ZC_55437,0
ZC_32210,0
ZC_7869,train
ZC_55431,0
ZC_14867,train
ZC_13111,train
ZC_78653,0
ZC_49301,val
ZC_29180,0
ZC_33612,val
ZC_17501,train
ZC_14821,train
ZC_55701,0
ZC_6031,train
ZC_44110,val
ZC_49268,train
ZC_3465,train
ZC_7652,train
ZC_17582,val
ZC_7407,train
ZC_92553,train
ZC_66220,train
ZC_48109,train
ZC_8831,train
ZC_20615,train
ZC_42266,train
ZC_99353,val
ZC_89110,train
ZC_44473,0
ZC_98430,0
ZC_11743,test
ZC_21158,train
ZC_91352,test
ZC_8859,train
ZC_15083,train
ZC_83644,0
ZC_92799,train
ZC_66211,test
ZC_12188,train
ZC_22042,train
ZC_33222,0
ZC_36608,test
ZC_77479,train
ZC_10524,0
ZC_56663,0
ZC_37250,0
ZC_91759,train
ZC_85220,val
ZC_6759,train
ZC_20735,val
ZC_7676,train
ZC_60069,train
ZC_27612,train
ZC_10960,train
ZC_75146,train
ZC_33024,train
ZC_98047,0
ZC_11740,train
ZC_11713,train
ZC_18707,train
ZC_91607,train
ZC_8863,train
ZC_27299,0
ZC_95032,val
ZC_7090,0
ZC_15051,train
ZC_15728,train
ZC_6820,train
ZC_67205,train
ZC_11718,train
ZC_75010,train
ZC_90503,train
ZC_44203,val
ZC_13037,train
ZC_93012,train
ZC_94128,train
ZC_37779,test
ZC_45343,0
ZC_35758,train
ZC_62236,val
ZC_95014,train
ZC_27606,val
ZC_79424,0
ZC_32311,train
ZC_13041,train
ZC_28144,train
ZC_92651,train
ZC_16362,train
ZC_71119,train
ZC_8028,train
ZC_12569,train
ZC_11787,train
ZC_66212,train
ZC_77084,test
ZC_94970,train
ZC_98208,0
ZC_15641,train
ZC_3256,train
ZC_75135,train
ZC_60462,train
ZC_30141,train
ZC_64146,train
ZC_91046,train
ZC_3862,train
ZC_91708,train
ZC_15106,train
ZC_15112,train
ZC_78541,train
ZC_21113,train
ZC_93434,val
ZC_33162,0
ZC_82833,0
ZC_83669,0
ZC_92210,train
ZC_7021,train
ZC_10913,train
ZC_37645,0
ZC_30815,train
ZC_68142,train
ZC_15243,train
ZC_27573,train
ZC_75050,val
ZC_62910,train
ZC_45245,train
ZC_77073,train
ZC_19963,train
ZC_28307,train
ZC_27301,train
ZC_19539,train
ZC_78589,test
ZC_2715,train
ZC_60089,train
ZC_4677,train
ZC_12084,train
ZC_35111,train
ZC_66219,train
ZC_92886,train
ZC_25015,test
ZC_11020,0
ZC_25312,train
ZC_15729,train
ZC_31216,test
ZC_27009,train
ZC_33455,train
ZC_34953,train
ZC_28311,train
ZC_4469,0
ZC_1867,train
ZC_24202,test
ZC_65212,val
ZC_30331,train
ZC_99502,0
ZC_60156,train
ZC_92602,train
ZC_44632,train
ZC_56521,test
ZC_1069,train
ZC_15005,train
ZC_48049,train
ZC_34481,train
ZC_7863,train
ZC_13215,train
ZC_44646,train
ZC_91331,train
ZC_78222,train
ZC_90044,train
ZC_22835,train
ZC_20837,train
ZC_28217,train
ZC_16157,train
ZC_45218,train
ZC_1560,0
ZC_1254,train
ZC_23236,train
ZC_95139,0
ZC_99224,0
ZC_94087,train
ZC_7921,test
ZC_90717,0
ZC_93262,train
ZC_30327,train
ZC_77095,train
ZC_32309,test
ZC_17538,train
ZC_33973,0
ZC_6612,train
ZC_6896,train
ZC_16823,test
ZC_90703,0
ZC_49057,test
ZC_21539,train
ZC_12067,0
ZC_78578,0
ZC_14032,train
ZC_8505,train
ZC_92603,train
ZC_60194,train
ZC_57703,0
ZC_64449,train
ZC_21918,train
ZC_33169,0
ZC_49319,train
ZC_3033,test
ZC_23507,train
ZC_94947,val
ZC_64133,0
ZC_37931,0
ZC_1921,train
ZC_28815,train
ZC_95650,train
ZC_33971,0
ZC_27357,train
ZC_47637,train
ZC_48821,train
ZC_50021,train
ZC_61825,train
ZC_32137,train
ZC_15777,test
ZC_15639,train
ZC_44135,0
ZC_8824,test
ZC_28403,train
ZC_94066,test
ZC_76085,test
ZC_80543,train
ZC_21014,train
ZC_7508,train
ZC_64145,train
ZC_95953,train
ZC_48336,train
ZC_60044,train
ZC_8832,train
ZC_44122,train
ZC_44121,train
ZC_48043,train
ZC_37302,val
ZC_11788,train
ZC_28208,train
ZC_79821,0
ZC_13616,train
ZC_37923,train
ZC_8540,test
ZC_14132,0
ZC_12196,0
ZC_16141,train
ZC_7039,train
ZC_29045,train
ZC_94402,train
ZC_64436,train
ZC_34104,train
ZC_20616,train
ZC_33016,0
ZC_21628,train
ZC_10546,train
ZC_78747,0
ZC_90247,train
ZC_44451,0
ZC_30122,train
ZC_43021,test
ZC_21770,train
ZC_18040,train
ZC_33570,test
ZC_48005,train
ZC_45806,train
ZC_92878,train
ZC_45315,0
ZC_4357,0
ZC_23237,train
ZC_60031,train
ZC_23173,train
ZC_16870,train
ZC_28201,train
ZC_14886,train
ZC_92735,train
ZC_62208,train
ZC_73169,0
ZC_7642,train
ZC_80927,train
ZC_29404,0
ZC_91342,train
ZC_44264,val
ZC_32404,test
ZC_18106,train
ZC_91384,train
ZC_33417,train
ZC_43232,0
ZC_37071,val
ZC_23708,train
ZC_55444,train
ZC_3226,train
ZC_77070,train
ZC_38053,train
ZC_90277,val
ZC_7647,train
ZC_71129,train
ZC_45349,0
ZC_2738,train
ZC_85310,train
ZC_27094,train
ZC_27099,train
ZC_48127,train
ZC_68339,0
ZC_6442,train
ZC_6096,test
ZC_23508,train
ZC_95613,train
ZC_35116,train
ZC_97070,0
ZC_12164,train
ZC_30082,train
ZC_78664,0
ZC_60480,train
ZC_11722,train
ZC_91609,train
ZC_17728,train
ZC_75048,train
ZC_4773,0
ZC_70079,train
ZC_15951,train
ZC_2155,train
ZC_32343,train
ZC_11581,0
ZC_92781,val
ZC_33620,train
ZC_6333,test
ZC_75173,train
ZC_15313,train
ZC_48042,train
ZC_32136,train
ZC_28613,0
ZC_17370,train
ZC_48864,train
ZC_43031,train
ZC_99031,train
ZC_8879,train
ZC_33540,train
ZC_43026,0
ZC_60133,train
ZC_27019,train
ZC_17810,train
ZC_61011,train
ZC_8091,val
ZC_37771,train
ZC_37930,train
ZC_37088,train
ZC_20871,train
ZC_92707,train
ZC_10562,train
ZC_93440,train
ZC_27577,train
ZC_6470,train
ZC_77713,train
ZC_10520,train
ZC_27503,train
ZC_15661,train
ZC_20833,test
ZC_20842,train
ZC_6903,train
ZC_30083,train
ZC_75061,train
ZC_60522,train
ZC_20151,train
ZC_77494,train
ZC_90732,0
ZC_48607,0
ZC_78261,val
ZC_33160,0
ZC_35754,train
ZC_7068,train
ZC_1238,train
ZC_95946,train
ZC_11724,train
ZC_11021,0
ZC_55976,train
ZC_90507,0
ZC_90508,0
ZC_49435,train
ZC_21754,train
ZC_30093,train
ZC_80132,test
ZC_23114,train
ZC_2081,train
ZC_14062,train
ZC_2802,train
ZC_33440,0
ZC_6279,train
ZC_75065,train
ZC_48105,train
ZC_44142,0
ZC_33269,0
ZC_8801,train
ZC_44236,train
ZC_79414,0
ZC_98388,0
ZC_45850,train
ZC_30180,train
ZC_16123,train
ZC_78748,0
ZC_45301,train
ZC_30319,train
ZC_13354,0
ZC_94401,test
ZC_8525,train
ZC_55122,0
ZC_34103,train
ZC_27098,train
ZC_15720,train
ZC_45342,0
ZC_15110,train
ZC_21536,train
ZC_29642,0
ZC_30024,train
ZC_89030,train
ZC_49341,test
ZC_4671,train
ZC_21710,train
ZC_94945,train
ZC_4787,0
ZC_23120,train
ZC_37024,0
ZC_8032,train
ZC_55305,0
ZC_33328,train
ZC_29466,0
ZC_8750,train
ZC_93433,train
ZC_20876,val
ZC_19968,train
ZC_20818,train
ZC_93461,train
ZC_11692,train
ZC_79416,0
ZC_91307,train
ZC_3237,val
ZC_28159,test
ZC_19312,train
ZC_90509,train
ZC_15442,train
ZC_37188,train
ZC_19534,test
ZC_98223,0
ZC_98023,0
ZC_23517,train
ZC_29451,train
ZC_28312,train
ZC_43016,0
ZC_55429,test
ZC_12156,0
ZC_45244,train
ZC_91392,train
ZC_8852,val
ZC_20755,train
ZC_15239,train
ZC_6365,val
ZC_94599,0
ZC_30087,train
ZC_60086,train
ZC_11977,train
ZC_2356,train
ZC_3032,train
ZC_7006,val
ZC_27497,train
ZC_60170,train
ZC_28210,train
ZC_92877,train
ZC_49437,train
ZC_44147,0
ZC_12501,test
ZC_19506,test
ZC_91618,train
ZC_45830,train
ZC_48242,train
ZC_7885,train
ZC_91606,train
ZC_11940,train
ZC_94946,train
ZC_89115,train
ZC_60521,train
ZC_47163,train
ZC_37082,train
ZC_7737,val
ZC_90290,val
ZC_33056,0
ZC_11719,train
ZC_40150,train
ZC_91604,train
ZC_48104,train
ZC_10931,train
ZC_15060,train
ZC_11694,0
ZC_92881,train
ZC_45122,train
ZC_66207,train
ZC_85087,train
ZC_44146,0
ZC_8084,train
ZC_11730,train
ZC_15611,train
ZC_48111,train
ZC_91916,train
ZC_32220,0
ZC_25071,train
ZC_20194,train
ZC_27886,train
ZC_44119,train
ZC_27351,0
ZC_13084,train
ZC_44024,train
ZC_14059,0
ZC_6763,train
ZC_21013,val
ZC_28589,train
ZC_76048,train
ZC_2828,0
ZC_34224,train
ZC_19373,0
ZC_7506,train
ZC_91614,train
ZC_66617,train
ZC_83702,0
ZC_92255,train
ZC_27313,train
ZC_30345,train
ZC_49614,train
ZC_76247,train
ZC_66214,train
ZC_44452,0
ZC_40055,train
ZC_14869,train
ZC_11693,train
ZC_11725,train
ZC_23704,train
ZC_29172,0
ZC_75114,train
ZC_43123,0
ZC_70057,train
ZC_95030,train
ZC_68145,train
ZC_2188,train
ZC_16342,test
ZC_61088,0
ZC_28310,train
ZC_33565,train
ZC_77384,train
ZC_11765,0
ZC_7920,train
ZC_15450,train
ZC_13088,train
ZC_8085,train
ZC_92649,0
ZC_10964,train
ZC_60446,train
ZC_37152,train
ZC_38637,train
ZC_39047,train
ZC_49431,train
ZC_33635,train
ZC_17018,test
ZC_65102,train
ZC_4222,0
ZC_95405,train
ZC_7502,train
ZC_90501,0
ZC_3457,val
ZC_30344,train
ZC_77014,train
ZC_15089,train
ZC_60174,train
ZC_28130,train
ZC_71118,train
ZC_30127,train
ZC_89156,train
ZC_92556,train
ZC_68532,0
ZC_35126,val
ZC_95973,test
ZC_25320,train
ZC_29838,train
ZC_98433,0
ZC_66206,0
ZC_15145,test
ZC_62613,0
ZC_3462,train
ZC_38011,train
ZC_90734,0
ZC_76554,test
ZC_45053,train
ZC_28701,train
ZC_40516,train
ZC_14718,train
ZC_18059,train
ZC_48135,train
ZC_33613,train
ZC_72376,train
ZC_33183,train
ZC_25112,train
ZC_34223,train
ZC_96785,0
ZC_20191,train
ZC_63087,train
ZC_17554,val
ZC_98370,0
ZC_48470,train
ZC_33407,val
ZC_7901,train
ZC_25156,train
ZC_30045,train
ZC_33411,train
ZC_6477,train
ZC_75167,train
ZC_44243,0
ZC_44117,train
ZC_7092,0
ZC_60558,train
ZC_72223,0
ZC_91214,train
ZC_76021,train
ZC_55016,0
ZC_65619,val
ZC_44040,train
ZC_33544,test
ZC_17532,train
ZC_79766,0
ZC_96725,0
ZC_55428,train
ZC_77510,0
ZC_60095,train
ZC_93908,train
ZC_74857,val
ZC_60008,val
ZC_33449,train
ZC_60461,train
ZC_48316,train
ZC_92276,train
ZC_94963,train
ZC_77379,train
ZC_28611,val
ZC_70070,train
ZC_65105,train
ZC_65103,test
ZC_65107,train
ZC_65106,train
ZC_65108,train
ZC_65104,train
ZC_21622,train
ZC_23834,train
ZC_62269,train
ZC_39110,train
ZC_16023,train
ZC_8012,train
ZC_28646,train
ZC_11789,test
ZC_11691,train
ZC_8402,train
ZC_99027,0
ZC_48168,train
ZC_14506,train
ZC_93042,train
ZC_93001,val
ZC_2818,0
ZC_19319,0
ZC_7522,train
ZC_32533,train
ZC_14031,0
ZC_78641,train
ZC_29727,train
ZC_2893,0
ZC_11023,0
ZC_64138,0
ZC_7801,train
ZC_65101,val
ZC_60417,0
ZC_12866,train
ZC_60507,0
ZC_32826,train
ZC_45305,0
ZC_48054,train
ZC_96728,0
ZC_55441,0
ZC_77069,test
ZC_66031,train
ZC_11557,0
ZC_15688,train
ZC_66216,train
ZC_8830,train
ZC_92154,train
ZC_27027,train
ZC_61550,0
ZC_77433,train
ZC_4786,train
ZC_3249,train
ZC_19950,train
ZC_61547,train
ZC_11050,0
ZC_48045,train
ZC_25003,train
ZC_28658,0
ZC_37686,train
ZC_39540,train
ZC_8043,train
ZC_16133,val
ZC_33715,train
ZC_64056,0
ZC_21161,train
ZC_12540,train
ZC_2357,test
ZC_80951,0
ZC_90605,test
ZC_92011,train
ZC_21082,train
ZC_11752,train
ZC_98072,0
ZC_23487,train
ZC_65725,train
ZC_90607,train
ZC_65111,train
ZC_30274,train
ZC_76711,train
ZC_33165,0
ZC_28079,train
ZC_70819,train
ZC_78734,train
ZC_37027,0
ZC_16124,test
ZC_8555,train
ZC_75071,train
ZC_33174,0
ZC_15102,train
ZC_75141,val
ZC_12942,train
ZC_35173,train
ZC_55343,0
ZC_6016,train
ZC_22043,train
ZC_27052,train
ZC_33473,train
ZC_15132,train
ZC_45068,train
ZC_10566,train
ZC_11558,0
ZC_76086,train
ZC_6840,train
ZC_63747,train
ZC_18976,test
ZC_91616,train
ZC_19734,train
ZC_18062,train
ZC_76053,val
ZC_39272,train
ZC_36693,train
ZC_40155,train
ZC_27262,test
ZC_98005,train
ZC_11721,train
ZC_93420,test
ZC_23510,train
ZC_85307,train
ZC_33179,0
ZC_46278,train
ZC_68527,0
ZC_73007,train
ZC_5445,0
ZC_91791,train
ZC_95631,train
ZC_65648,train
ZC_10549,test
ZC_15952,train
ZC_23434,train
ZC_14830,train
ZC_48239,val
ZC_60505,0
ZC_27583,train
